route_id,service_id,trip_id,trip_headsign,direction_id
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP017,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP018,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP019,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP020,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP021,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP022,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP023,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP024,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP025,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP026,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP027,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP028,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP029,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP030,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP031,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP032,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP033,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP034,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP035,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP036,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP037,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP038,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP039,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP040,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP041,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP042,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP043,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP044,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP045,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP046,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP047,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP048,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP049,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP050,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP051,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP052,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP053,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP054,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP055,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP056,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP057,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP058,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP059,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP060,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP061,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP062,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP063,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP064,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP065,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP066,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP067,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP068,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP069,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP070,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP071,Alwal,0
ROUTE_A,WEEKDAY,ROUTE_A_BUS2_TRIP072,Alwal,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP001,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP001_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP002,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP002_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP003,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP003_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP004,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP004_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP005,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP005_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP006,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP006_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP007,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP007_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP008,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP008_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP009,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP009_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP010,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP010_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP011,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP011_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP012,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP012_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP013,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP013_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP014,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP014_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP015,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP015_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP016,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP016_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP017,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP017_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP018,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP018_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP019,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP019_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP020,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP020_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP021,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP021_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP022,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP022_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP023,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP023_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP024,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP024_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP025,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP025_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP026,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP026_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP027,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP027_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP028,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP028_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP029,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP029_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP030,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP030_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP031,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP031_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP032,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP032_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP033,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP033_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP034,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP034_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP035,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP035_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP036,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP036_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP037,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP037_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP038,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP038_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP039,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP039_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP040,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP040_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP041,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP041_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP042,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP042_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP043,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP043_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP044,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP044_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP045,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP045_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP046,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP046_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP047,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP047_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP048,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP048_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP049,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP049_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP050,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP050_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP051,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP051_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP052,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP052_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP053,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP053_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP054,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP054_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP055,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP055_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP056,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP056_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP057,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP057_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP058,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP058_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP059,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP059_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP060,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP060_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP061,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP061_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP062,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP062_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP063,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP063_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP064,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP064_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP065,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP065_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP066,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP066_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP067,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP067_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP068,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP068_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP069,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP069_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP070,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP070_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP071,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP071_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP072,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP072_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP073,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP073_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP074,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP074_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP075,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP075_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP076,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP076_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP077,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP077_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP078,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP078_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP079,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS1_TRIP079_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS2_TRIP001,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS2_TRIP001_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS2_TRIP002,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS2_TRIP002_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS2_TRIP003,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS2_TRIP003_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS2_TRIP004,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS2_TRIP004_RETURN,Alwal,1
ROUTE_B,WEEKDAY,ROUTE_B_BUS2_TRIP005,Downtown Uliga,0
ROUTE_B,WEEKDAY,ROUTE_B_BUS2_TRIP005_RETURN,Alwal,1
